
Host: moses-razer

Timers On : Thu Dec 28 16:19:32 2023
Timers Off: Thu Dec 28 16:19:36 2023

Wall Time:        3.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| Libint2ERI::Libint2ERI            :     21.983u      3.100s     12.096w     18 calls
| DFMP2 (A|mn)                      :      2.150u      0.000s      0.220w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.133u      0.017s      0.010w      3 calls
| DFMP2 (A|mi)C_na                  :      0.033u      0.000s      0.005w      3 calls
| DFMP2 Aia Write                   :      0.067u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.883u      0.033s      0.095w      3 calls
| DFMP2 Metric                      :      0.617u      0.000s      0.061w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.083u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.050u      0.017s      0.005w      3 calls
DFMP2 Energy                        :      0.233u      0.000s      0.022w      3 calls
| DFMP2 Bia Read                    :      0.017u      0.000s      0.003w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:14:30 2023
Timers Off: Fri Dec 29 17:15:02 2023

Wall Time:       32.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.117u      1.150s      5.991w      3 calls
Libint2ERI::Libint2ERI              :     39.783u      4.900s     20.174w     60 calls
DFH: initialize()                   :     19.400u      5.200s      5.158w      3 calls
DFH: AO Construction                :      1.717u      0.033s      0.177w      3 calls
DFH: AO-Met. Contraction            :      0.733u      0.033s      0.073w      3 calls
HF: Form core H                     :      0.217u      0.017s      0.024w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     15.517u      4.550s      4.969w      3 calls
SAD Guess                           :     15.467u      4.550s      4.963w      3 calls
HF: Form G                          :      1.517u      0.050s      0.168w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      1.467u      0.050s      0.165w     27 calls
DFH: compute_JK()                   :      1.450u      0.050s      0.165w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      0.683u      0.000s      0.066w     27 calls
DFH: compute_K                      :      0.717u      0.050s      0.093w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.001w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      1.833u      0.017s      0.189w     24 calls
HF: Form C                          :      0.650u      0.000s      0.066w     24 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.433u      4.100s     12.877w      3 calls
DFMP2 (A|mn)                        :      2.200u      0.000s      0.226w      3 calls
DFMP2 (A|mn)C_mi                    :      0.167u      0.000s      0.011w      3 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.017s      0.004w      3 calls
DFMP2 Aia Write                     :      0.050u      0.017s      0.006w      3 calls
DFMP2 Bia                           :      0.933u      0.033s      0.098w      3 calls
DFMP2 Metric                        :      0.633u      0.017s      0.064w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.003w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.100u      0.000s      0.009w      3 calls
DFMP2 Bia Write                     :      0.050u      0.017s      0.007w      3 calls
DFMP2 Energy                        :      0.217u      0.017s      0.022w      3 calls
DFMP2 Bia Read                      :      0.000u      0.017s      0.002w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.117u      1.150s      5.991w      3 calls
| Libint2ERI::Libint2ERI            :      7.200u      1.150s      4.278w      3 calls
DFH: initialize()                   :     19.400u      5.200s      5.158w      3 calls
| Libint2ERI::Libint2ERI            :     10.633u      0.650s      3.814w     21 calls
| DFH: AO Construction              :      1.717u      0.033s      0.177w      3 calls
| DFH: AO-Met. Contraction          :      0.733u      0.033s      0.073w      3 calls
HF: Form core H                     :      0.217u      0.017s      0.024w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     15.517u      4.550s      4.969w      3 calls
| SAD Guess                         :     15.467u      4.550s      4.963w      3 calls
HF: Form G                          :      1.517u      0.050s      0.168w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      1.467u      0.050s      0.165w     27 calls
| | DFH: compute_JK()               :      1.450u      0.050s      0.165w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      0.683u      0.000s      0.066w     27 calls
| | | DFH: compute_K                :      0.717u      0.050s      0.093w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.017u      0.000s      0.001w     27 calls
HF: Form D                          :      0.017u      0.000s      0.001w     27 calls
HF: DIIS                            :      1.833u      0.017s      0.189w     24 calls
HF: Form C                          :      0.650u      0.000s      0.066w     24 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.433u      4.100s     12.877w      3 calls
| Libint2ERI::Libint2ERI            :     21.933u      3.100s     12.081w     18 calls
| DFMP2 (A|mn)                      :      2.200u      0.000s      0.226w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.167u      0.000s      0.011w      3 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.017s      0.004w      3 calls
| DFMP2 Aia Write                   :      0.050u      0.017s      0.006w      3 calls
DFMP2 Bia                           :      0.933u      0.033s      0.098w      3 calls
| DFMP2 Metric                      :      0.633u      0.017s      0.064w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.100u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.050u      0.017s      0.007w      3 calls
DFMP2 Energy                        :      0.217u      0.017s      0.022w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.017s      0.002w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:15:03 2023
Timers Off: Fri Dec 29 17:15:35 2023

Wall Time:       32.73 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.367u      1.267s      6.089w      3 calls
Libint2ERI::Libint2ERI              :     39.900u      4.983s     20.169w     60 calls
DFH: initialize()                   :     19.533u      5.067s      5.144w      3 calls
DFH: AO Construction                :      1.767u      0.017s      0.179w      3 calls
DFH: AO-Met. Contraction            :      0.717u      0.033s      0.074w      3 calls
HF: Form core H                     :      0.250u      0.000s      0.024w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     15.283u      4.450s      4.938w      3 calls
SAD Guess                           :     15.217u      4.450s      4.933w      3 calls
HF: Form G                          :      1.467u      0.033s      0.169w     27 calls
JK: D                               :      0.000u      0.000s      0.001w     27 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     27 calls
JK: JK                              :      1.433u      0.033s      0.167w     27 calls
DFH: compute_JK()                   :      1.433u      0.033s      0.166w     27 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     27 calls
DFH: compute_J                      :      0.600u      0.033s      0.066w     27 calls
DFH: compute_K                      :      0.767u      0.000s      0.095w     27 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.001w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      1.817u      0.017s      0.184w     24 calls
HF: Form C                          :      0.567u      0.000s      0.063w     24 calls
DFMP2 Singles                       :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.567u      4.083s     12.858w      3 calls
DFMP2 (A|mn)                        :      2.183u      0.000s      0.222w      3 calls
DFMP2 (A|mn)C_mi                    :      0.117u      0.000s      0.010w      3 calls
DFMP2 (A|mi)C_na                    :      0.050u      0.000s      0.004w      3 calls
DFMP2 Aia Write                     :      0.050u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.883u      0.000s      0.097w      3 calls
DFMP2 Metric                        :      0.583u      0.000s      0.063w      3 calls
DFMP2 Aia Read                      :      0.033u      0.000s      0.003w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.083u      0.000s      0.008w      3 calls
DFMP2 Bia Write                     :      0.067u      0.000s      0.007w      3 calls
DFMP2 Energy                        :      0.233u      0.017s      0.023w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.002w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.367u      1.267s      6.089w      3 calls
| Libint2ERI::Libint2ERI            :      7.433u      1.267s      4.356w      3 calls
DFH: initialize()                   :     19.533u      5.067s      5.144w      3 calls
| Libint2ERI::Libint2ERI            :     10.600u      0.633s      3.798w     21 calls
| DFH: AO Construction              :      1.767u      0.017s      0.179w      3 calls
| DFH: AO-Met. Contraction          :      0.717u      0.033s      0.074w      3 calls
HF: Form core H                     :      0.250u      0.000s      0.024w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     15.283u      4.450s      4.938w      3 calls
| SAD Guess                         :     15.217u      4.450s      4.933w      3 calls
HF: Form G                          :      1.467u      0.033s      0.169w     27 calls
| JK: D                             :      0.000u      0.000s      0.001w     27 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     27 calls
| JK: JK                            :      1.433u      0.033s      0.167w     27 calls
| | DFH: compute_JK()               :      1.433u      0.033s      0.166w     27 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     27 calls
| | | DFH: compute_J                :      0.600u      0.033s      0.066w     27 calls
| | | DFH: compute_K                :      0.767u      0.000s      0.095w     27 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     27 calls
HF: Form F                          :      0.000u      0.000s      0.001w     27 calls
HF: Form D                          :      0.000u      0.000s      0.001w     27 calls
HF: DIIS                            :      1.817u      0.017s      0.184w     24 calls
HF: Form C                          :      0.567u      0.000s      0.063w     24 calls
DFMP2 Singles                       :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.567u      4.083s     12.858w      3 calls
| Libint2ERI::Libint2ERI            :     21.867u      3.083s     12.014w     18 calls
| DFMP2 (A|mn)                      :      2.183u      0.000s      0.222w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.117u      0.000s      0.010w      3 calls
| DFMP2 (A|mi)C_na                  :      0.050u      0.000s      0.004w      3 calls
| DFMP2 Aia Write                   :      0.050u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.883u      0.000s      0.097w      3 calls
| DFMP2 Metric                      :      0.583u      0.000s      0.063w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.083u      0.000s      0.008w      3 calls
| DFMP2 Bia Write                   :      0.067u      0.000s      0.007w      3 calls
DFMP2 Energy                        :      0.233u      0.017s      0.023w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.002w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:15:35 2023
Timers Off: Fri Dec 29 17:16:08 2023

Wall Time:       32.44 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.483u      1.233s      6.085w      3 calls
Libint2ERI::Libint2ERI              :     39.650u      4.900s     19.952w     60 calls
DFH: initialize()                   :     19.633u      5.233s      5.069w      3 calls
DFH: AO Construction                :      1.900u      0.033s      0.193w      3 calls
DFH: AO-Met. Contraction            :      0.683u      0.067s      0.075w      3 calls
HF: Form core H                     :      0.267u      0.000s      0.024w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.008w      3 calls
HF: Guess                           :     15.517u      4.567s      5.009w      3 calls
SAD Guess                           :     15.467u      4.567s      5.003w      3 calls
HF: Form G                          :      1.550u      0.033s      0.177w     28 calls
JK: D                               :      0.000u      0.000s      0.001w     28 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     28 calls
JK: JK                              :      1.533u      0.017s      0.174w     28 calls
DFH: compute_JK()                   :      1.500u      0.017s      0.173w     28 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      0.700u      0.017s      0.069w     28 calls
DFH: compute_K                      :      0.750u      0.000s      0.099w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.017u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.933u      0.017s      0.199w     25 calls
HF: Form C                          :      0.700u      0.017s      0.075w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     27.950u      3.950s     12.706w      3 calls
DFMP2 (A|mn)                        :      2.150u      0.000s      0.224w      3 calls
DFMP2 (A|mn)C_mi                    :      0.167u      0.017s      0.011w      3 calls
DFMP2 (A|mi)C_na                    :      0.067u      0.000s      0.004w      3 calls
DFMP2 Aia Write                     :      0.033u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.867u      0.017s      0.090w      3 calls
DFMP2 Metric                        :      0.567u      0.000s      0.056w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.002w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.083u      0.000s      0.009w      3 calls
DFMP2 Bia Write                     :      0.033u      0.017s      0.005w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.021w      3 calls
DFMP2 Bia Read                      :      0.033u      0.000s      0.002w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.483u      1.233s      6.085w      3 calls
| Libint2ERI::Libint2ERI            :      7.567u      1.233s      4.346w      3 calls
DFH: initialize()                   :     19.633u      5.233s      5.069w      3 calls
| Libint2ERI::Libint2ERI            :     10.350u      0.617s      3.670w     21 calls
| DFH: AO Construction              :      1.900u      0.033s      0.193w      3 calls
| DFH: AO-Met. Contraction          :      0.683u      0.067s      0.075w      3 calls
HF: Form core H                     :      0.267u      0.000s      0.024w      3 calls
HF: Form S/X                        :      0.050u      0.000s      0.008w      3 calls
HF: Guess                           :     15.517u      4.567s      5.009w      3 calls
| SAD Guess                         :     15.467u      4.567s      5.003w      3 calls
HF: Form G                          :      1.550u      0.033s      0.177w     28 calls
| JK: D                             :      0.000u      0.000s      0.001w     28 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     28 calls
| JK: JK                            :      1.533u      0.017s      0.174w     28 calls
| | DFH: compute_JK()               :      1.500u      0.017s      0.173w     28 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     28 calls
| | | DFH: compute_J                :      0.700u      0.017s      0.069w     28 calls
| | | DFH: compute_K                :      0.750u      0.000s      0.099w     28 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.017u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.933u      0.017s      0.199w     25 calls
HF: Form C                          :      0.700u      0.017s      0.075w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     27.950u      3.950s     12.706w      3 calls
| Libint2ERI::Libint2ERI            :     21.717u      3.050s     11.935w     18 calls
| DFMP2 (A|mn)                      :      2.150u      0.000s      0.224w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.167u      0.017s      0.011w      3 calls
| DFMP2 (A|mi)C_na                  :      0.067u      0.000s      0.004w      3 calls
| DFMP2 Aia Write                   :      0.033u      0.000s      0.006w      3 calls
DFMP2 Bia                           :      0.867u      0.017s      0.090w      3 calls
| DFMP2 Metric                      :      0.567u      0.000s      0.056w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.002w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.083u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.033u      0.017s      0.005w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.021w      3 calls
| DFMP2 Bia Read                    :      0.033u      0.000s      0.002w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:16:08 2023
Timers Off: Fri Dec 29 17:16:41 2023

Wall Time:       32.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.867u      1.167s      6.033w      3 calls
Libint2ERI::Libint2ERI              :     40.333u      5.117s     20.232w     60 calls
DFH: initialize()                   :     20.400u      5.183s      5.189w      3 calls
DFH: AO Construction                :      1.883u      0.017s      0.191w      3 calls
DFH: AO-Met. Contraction            :      0.733u      0.050s      0.077w      3 calls
HF: Form core H                     :      0.233u      0.017s      0.024w      3 calls
HF: Form S/X                        :      0.100u      0.000s      0.008w      3 calls
HF: Guess                           :     15.383u      4.583s      5.065w      3 calls
SAD Guess                           :     15.333u      4.567s      5.060w      3 calls
HF: Form G                          :      1.500u      0.050s      0.178w     28 calls
JK: D                               :      0.000u      0.000s      0.001w     28 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     28 calls
JK: JK                              :      1.483u      0.050s      0.175w     28 calls
DFH: compute_JK()                   :      1.467u      0.050s      0.174w     28 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      0.633u      0.000s      0.069w     28 calls
DFH: compute_K                      :      0.750u      0.033s      0.100w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.883u      0.050s      0.189w     25 calls
HF: Form C                          :      0.583u      0.000s      0.065w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.467u      4.317s     13.001w      3 calls
DFMP2 (A|mn)                        :      2.167u      0.000s      0.226w      3 calls
DFMP2 (A|mn)C_mi                    :      0.167u      0.000s      0.011w      3 calls
DFMP2 (A|mi)C_na                    :      0.050u      0.000s      0.005w      3 calls
DFMP2 Aia Write                     :      0.050u      0.000s      0.005w      3 calls
DFMP2 Bia                           :      0.883u      0.033s      0.092w      3 calls
DFMP2 Metric                        :      0.583u      0.017s      0.058w      3 calls
DFMP2 Aia Read                      :      0.033u      0.000s      0.003w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.067u      0.000s      0.009w      3 calls
DFMP2 Bia Write                     :      0.067u      0.000s      0.006w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.023w      3 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.002w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.867u      1.167s      6.033w      3 calls
| Libint2ERI::Libint2ERI            :      7.917u      1.167s      4.301w      3 calls
DFH: initialize()                   :     20.400u      5.183s      5.189w      3 calls
| Libint2ERI::Libint2ERI            :     10.533u      0.583s      3.733w     21 calls
| DFH: AO Construction              :      1.883u      0.017s      0.191w      3 calls
| DFH: AO-Met. Contraction          :      0.733u      0.050s      0.077w      3 calls
HF: Form core H                     :      0.233u      0.017s      0.024w      3 calls
HF: Form S/X                        :      0.100u      0.000s      0.008w      3 calls
HF: Guess                           :     15.383u      4.583s      5.065w      3 calls
| SAD Guess                         :     15.333u      4.567s      5.060w      3 calls
HF: Form G                          :      1.500u      0.050s      0.178w     28 calls
| JK: D                             :      0.000u      0.000s      0.001w     28 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     28 calls
| JK: JK                            :      1.483u      0.050s      0.175w     28 calls
| | DFH: compute_JK()               :      1.467u      0.050s      0.174w     28 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     28 calls
| | | DFH: compute_J                :      0.633u      0.000s      0.069w     28 calls
| | | DFH: compute_K                :      0.750u      0.033s      0.100w     28 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.883u      0.050s      0.189w     25 calls
HF: Form C                          :      0.583u      0.000s      0.065w     25 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.467u      4.317s     13.001w      3 calls
| Libint2ERI::Libint2ERI            :     21.883u      3.367s     12.197w     18 calls
| DFMP2 (A|mn)                      :      2.167u      0.000s      0.226w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.167u      0.000s      0.011w      3 calls
| DFMP2 (A|mi)C_na                  :      0.050u      0.000s      0.005w      3 calls
| DFMP2 Aia Write                   :      0.050u      0.000s      0.005w      3 calls
DFMP2 Bia                           :      0.883u      0.033s      0.092w      3 calls
| DFMP2 Metric                      :      0.583u      0.017s      0.058w      3 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.067u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.067u      0.000s      0.006w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.023w      3 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.002w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:16:41 2023
Timers Off: Fri Dec 29 17:17:14 2023

Wall Time:       32.74 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.350u      1.100s      6.028w      3 calls
Libint2ERI::Libint2ERI              :     40.000u      4.867s     20.230w     60 calls
DFH: initialize()                   :     20.000u      5.217s      5.177w      3 calls
DFH: AO Construction                :      2.000u      0.017s      0.201w      3 calls
DFH: AO-Met. Contraction            :      0.733u      0.033s      0.076w      3 calls
HF: Form core H                     :      0.250u      0.000s      0.025w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     14.933u      4.667s      4.965w      3 calls
SAD Guess                           :     14.883u      4.650s      4.960w      3 calls
HF: Form G                          :      1.533u      0.050s      0.177w     28 calls
JK: D                               :      0.000u      0.000s      0.001w     28 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     28 calls
JK: JK                              :      1.517u      0.050s      0.174w     28 calls
DFH: compute_JK()                   :      1.517u      0.033s      0.174w     28 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     28 calls
DFH: compute_J                      :      0.700u      0.017s      0.069w     28 calls
DFH: compute_K                      :      0.767u      0.017s      0.100w     28 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.800u      0.083s      0.192w     25 calls
HF: Form C                          :      0.717u      0.017s      0.066w     25 calls
DFMP2 Singles                       :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.433u      4.067s     12.962w      3 calls
DFMP2 (A|mn)                        :      2.150u      0.000s      0.221w      3 calls
DFMP2 (A|mn)C_mi                    :      0.133u      0.017s      0.011w      3 calls
DFMP2 (A|mi)C_na                    :      0.050u      0.000s      0.005w      3 calls
DFMP2 Aia Write                     :      0.067u      0.000s      0.007w      3 calls
DFMP2 Bia                           :      0.867u      0.000s      0.089w      3 calls
DFMP2 Metric                        :      0.550u      0.000s      0.056w      3 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.003w      3 calls
DFMP2 (ia|A)(A|Q)                   :      0.067u      0.000s      0.009w      3 calls
DFMP2 Bia Write                     :      0.067u      0.000s      0.005w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.024w      3 calls
DFMP2 Bia Read                      :      0.033u      0.000s      0.003w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :     10.350u      1.100s      6.028w      3 calls
| Libint2ERI::Libint2ERI            :      7.367u      1.100s      4.276w      3 calls
DFH: initialize()                   :     20.000u      5.217s      5.177w      3 calls
| Libint2ERI::Libint2ERI            :     10.483u      0.667s      3.761w     21 calls
| DFH: AO Construction              :      2.000u      0.017s      0.201w      3 calls
| DFH: AO-Met. Contraction          :      0.733u      0.033s      0.076w      3 calls
HF: Form core H                     :      0.250u      0.000s      0.025w      3 calls
HF: Form S/X                        :      0.083u      0.000s      0.008w      3 calls
HF: Guess                           :     14.933u      4.667s      4.965w      3 calls
| SAD Guess                         :     14.883u      4.650s      4.960w      3 calls
HF: Form G                          :      1.533u      0.050s      0.177w     28 calls
| JK: D                             :      0.000u      0.000s      0.001w     28 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     28 calls
| JK: JK                            :      1.517u      0.050s      0.174w     28 calls
| | DFH: compute_JK()               :      1.517u      0.033s      0.174w     28 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     28 calls
| | | DFH: compute_J                :      0.700u      0.017s      0.069w     28 calls
| | | DFH: compute_K                :      0.767u      0.017s      0.100w     28 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     28 calls
HF: Form F                          :      0.000u      0.000s      0.001w     28 calls
HF: Form D                          :      0.000u      0.000s      0.001w     28 calls
HF: DIIS                            :      1.800u      0.083s      0.192w     25 calls
HF: Form C                          :      0.717u      0.017s      0.066w     25 calls
DFMP2 Singles                       :      0.000u      0.000s      0.001w      3 calls
DFMP2 Aia                           :     28.433u      4.067s     12.962w      3 calls
| Libint2ERI::Libint2ERI            :     22.133u      3.100s     12.191w     18 calls
| DFMP2 (A|mn)                      :      2.150u      0.000s      0.221w      3 calls
| DFMP2 (A|mn)C_mi                  :      0.133u      0.017s      0.011w      3 calls
| DFMP2 (A|mi)C_na                  :      0.050u      0.000s      0.005w      3 calls
| DFMP2 Aia Write                   :      0.067u      0.000s      0.007w      3 calls
DFMP2 Bia                           :      0.867u      0.000s      0.089w      3 calls
| DFMP2 Metric                      :      0.550u      0.000s      0.056w      3 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w     18 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.003w      3 calls
| DFMP2 (ia|A)(A|Q)                 :      0.067u      0.000s      0.009w      3 calls
| DFMP2 Bia Write                   :      0.067u      0.000s      0.005w      3 calls
DFMP2 Energy                        :      0.217u      0.000s      0.024w      3 calls
| DFMP2 Bia Read                    :      0.033u      0.000s      0.003w      6 calls

**************************************************************************************

Host: moses-razer

Timers On : Fri Dec 29 17:17:14 2023
Timers Off: Fri Dec 29 17:17:46 2023

Wall Time:       32.59 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :     10.400u      1.067s      5.964w      3 calls
Libint2ERI::Libint2ERI              :     39.733u      4.967s     20.093w     60 calls
DFH: initialize()                   :     19.783u      5.117s      5.194w      3 calls
DFH: AO Construction                :      1.800u      0.017s      0.181w      3 calls
DFH: AO-Met. Contraction            :      0.750u      0.000s      0.075w      3 calls
HF: Form core H                     :      0.233u      0.017s      0.023w      3 calls
HF: Form S/X                        :      0.067u      0.017s      0.007w      3 calls
HF: Guess                           :     15.083u      4.500s      4.943w      3 calls
SAD Guess                           :     15.017u      4.500s      4.937w      3 calls
